City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
153,Manakara,-22.1333,48.0167,72.7,93,100,4.0,MG,2021-02-11 23:01:36,light rain
154,Niono,14.2526,-5.993,78.69,15,32,9.28,ML,2021-02-11 23:01:37,scattered clouds
155,Vila Do Maio,15.1333,-23.2167,69.8,73,0,13.8,CV,2021-02-11 23:01:37,clear sky
156,Guerrero Negro,27.9769,-114.0611,65.05,63,0,15.9,MX,2021-02-11 23:01:37,clear sky
157,Kitimat,54.0524,-128.6534,12.2,34,1,9.22,CA,2021-02-11 23:00:35,clear sky
158,Puerto Ayora,-0.7393,-90.3518,78.8,83,75,6.91,EC,2021-02-11 23:01:37,light rain
159,Lodja,-3.4833,23.4333,72.84,89,100,3.02,CD,2021-02-11 23:01:37,overcast clouds
160,Kumano,34.3442,132.5894,44.6,70,75,2.3,JP,2021-02-11 23:01:38,broken clouds
161,Avarua,-21.2078,-159.775,75.2,88,75,4.61,CK,2021-02-11 23:01:38,moderate rain
162,Bara,10.3744,10.7288,71.47,21,0,8.79,NG,2021-02-11 23:01:38,clear sky
163,Port Elizabeth,-33.918,25.5701,71.6,94,40,4.61,ZA,2021-02-11 23:01:14,scattered clouds
164,Norman Wells,65.282,-126.8329,-0.4,71,1,8.05,CA,2021-02-11 23:00:59,clear sky
165,Caceres,39.522,-6.3748,55.0,91,100,7.0,ES,2021-02-11 23:01:38,overcast clouds
166,Boa Viagem,-5.1275,-39.7322,80.02,66,53,6.33,BR,2021-02-11 23:01:39,heavy intensity rain
167,Voh,-20.9667,164.7,82.49,62,2,4.38,NC,2021-02-11 23:01:39,clear sky
168,Souillac,-20.5167,57.5167,78.8,78,75,8.05,MU,2021-02-11 23:00:34,broken clouds
169,Murgab,37.4966,61.9714,48.2,61,40,9.22,TM,2021-02-11 23:01:39,scattered clouds
170,Turbo,8.0937,-76.7269,79.79,80,86,11.77,CO,2021-02-11 23:01:39,overcast clouds
171,Hobart,-42.8794,147.3294,68.0,45,20,18.41,AU,2021-02-11 22:59:21,few clouds
172,Mount Isa,-20.7333,139.5,84.2,65,88,11.5,AU,2021-02-11 23:01:40,overcast clouds
173,Ternate,0.8,127.4,81.63,80,31,4.88,ID,2021-02-11 23:01:40,scattered clouds
174,Sukumo,32.9333,132.7333,48.9,73,100,3.15,JP,2021-02-11 23:01:40,overcast clouds
175,Srednekolymsk,67.45,153.6833,-25.73,85,20,5.1,RU,2021-02-11 23:01:40,few clouds
176,Denizli,37.8402,29.0698,48.2,53,40,11.5,TR,2021-02-11 23:01:41,scattered clouds
177,Nuuk,64.1835,-51.7216,21.2,79,90,16.11,GL,2021-02-11 23:01:41,overcast clouds
178,Kapaa,22.0752,-159.319,75.99,60,1,9.22,US,2021-02-11 22:59:55,clear sky
179,Bauta,22.9828,-82.5464,84.2,58,40,8.05,CU,2021-02-11 23:01:41,scattered clouds
180,Saint-Pierre,-21.3393,55.4781,78.8,61,94,4.61,RE,2021-02-11 23:01:41,overcast clouds
181,Faanui,-16.4833,-151.75,82.67,67,0,12.5,PF,2021-02-11 23:01:42,clear sky
182,Kashi,39.4547,75.9797,44.6,24,28,11.18,CN,2021-02-11 23:01:42,scattered clouds
183,Aspindza,41.5739,43.2483,37.49,72,1,6.76,GE,2021-02-11 23:01:42,clear sky
184,Esperance,-33.8667,121.9,59.0,72,90,6.2,AU,2021-02-11 22:59:52,overcast clouds
185,Port Blair,11.6667,92.75,77.5,72,25,8.28,IN,2021-02-11 23:01:42,scattered clouds
186,Chulman,56.8479,124.9104,4.33,93,100,4.59,RU,2021-02-11 23:01:42,light snow
187,Kirakira,-10.4544,161.9205,82.0,77,100,4.59,SB,2021-02-11 23:01:43,overcast clouds
188,Zmeinogorsk,51.1567,82.195,-16.65,88,31,1.66,RU,2021-02-11 23:01:43,scattered clouds
189,Codrington,-38.2667,141.9667,62.96,64,100,11.92,AU,2021-02-11 23:01:43,overcast clouds
190,Fruitville,27.3298,-82.4576,78.01,78,20,9.22,US,2021-02-11 23:01:43,few clouds
191,Nanortalik,60.1432,-45.2371,28.38,88,100,13.58,GL,2021-02-11 23:01:43,overcast clouds
192,Thinadhoo,0.5333,72.9333,80.91,77,31,15.17,MV,2021-02-11 23:01:44,scattered clouds
193,Eshowe,-28.8865,31.4699,66.22,100,30,3.31,ZA,2021-02-11 23:01:44,scattered clouds
194,Balgazyn,51.0,95.2,-13.88,83,1,1.19,RU,2021-02-11 23:01:44,clear sky
195,Touros,-5.1989,-35.4608,80.6,78,40,10.36,BR,2021-02-11 23:01:44,scattered clouds
196,Ust-Kuyga,70.0167,135.6,-13.14,84,46,5.1,RU,2021-02-11 23:01:45,scattered clouds
197,Petropavlovsk-Kamchatskiy,53.0452,158.6483,14.0,85,62,2.24,RU,2021-02-11 23:00:45,broken clouds
198,Tevriz,57.509,72.4042,-23.24,87,24,3.6,RU,2021-02-11 23:01:45,few clouds
199,Barao De Melgaco,-16.1944,-55.9675,87.8,55,20,5.75,BR,2021-02-11 23:01:45,few clouds
200,Gull Lake,50.1001,-108.4847,-23.8,69,75,23.02,CA,2021-02-11 23:01:45,haze
201,Yellowknife,62.456,-114.3525,-4.0,71,20,12.66,CA,2021-02-11 23:01:45,few clouds
202,Kandrian,-6.2167,149.55,83.68,72,97,9.69,PG,2021-02-11 23:01:46,light rain
203,Acajutla,13.5928,-89.8275,82.62,59,6,6.8,SV,2021-02-11 23:01:46,clear sky
204,Wattegama,6.7989,81.4808,67.15,85,88,5.23,LK,2021-02-11 23:01:46,overcast clouds
205,Hambantota,6.1241,81.1185,72.0,80,63,9.66,LK,2021-02-11 23:00:35,broken clouds
206,Tuatapere,-46.1333,167.6833,57.99,74,0,8.01,NZ,2021-02-11 23:01:47,clear sky
207,Airai,-8.9266,125.4092,64.51,97,98,0.94,TL,2021-02-11 23:01:47,light rain
208,Marzuq,14.4,46.4667,55.71,37,6,3.18,YE,2021-02-11 23:01:47,clear sky
209,Dingle,10.9995,122.6711,76.32,88,88,2.66,PH,2021-02-11 23:01:47,overcast clouds
210,Tateyama,34.9833,139.8667,44.01,55,100,5.99,JP,2021-02-11 23:01:48,overcast clouds
211,Sao Joao Da Barra,-21.6403,-41.0511,77.49,85,92,12.12,BR,2021-02-11 23:00:21,overcast clouds
212,Kununurra,-15.7667,128.7333,80.6,94,40,2.3,AU,2021-02-11 23:00:45,scattered clouds
213,Samarai,-10.6167,150.6667,83.82,68,56,4.88,PG,2021-02-11 23:01:48,broken clouds
214,Longyearbyen,78.2186,15.6401,-0.4,78,20,12.66,SJ,2021-02-11 23:00:49,few clouds
215,Hofn,64.2539,-15.2082,40.21,70,100,17.31,IS,2021-02-11 23:01:49,overcast clouds
216,Bollnas,61.3482,16.3946,9.0,59,44,1.99,SE,2021-02-11 23:01:49,scattered clouds
217,Gari,59.4307,62.3497,-17.28,88,36,1.61,RU,2021-02-11 23:01:49,scattered clouds
218,Santa Fe,-31.6333,-60.7,80.01,57,79,3.0,AR,2021-02-11 23:01:49,broken clouds
219,Williamsburg,37.2707,-76.7075,37.4,100,90,3.44,US,2021-02-11 22:59:08,moderate rain
220,Tasiilaq,65.6145,-37.6368,21.2,68,90,20.71,GL,2021-02-11 23:01:49,light snow
221,Calama,-22.4667,-68.9333,69.8,26,0,25.32,CL,2021-02-11 23:01:50,clear sky
222,High Rock,26.6208,-78.2833,77.0,78,75,10.36,BS,2021-02-11 23:01:50,broken clouds
223,East London,-33.0153,27.9116,75.06,85,16,15.39,ZA,2021-02-11 23:01:50,few clouds
224,Kruisfontein,-34.0033,24.7314,75.0,87,100,5.01,ZA,2021-02-11 23:01:50,overcast clouds
225,Hualmay,-11.0964,-77.6139,76.03,68,70,9.8,PE,2021-02-11 23:01:50,broken clouds
226,Santa,17.486,120.4348,72.99,85,41,10.65,PH,2021-02-11 23:01:51,scattered clouds
227,Dawei,14.0833,98.2,70.12,72,100,3.18,MM,2021-02-11 23:01:51,overcast clouds
228,Agirish,61.9247,63.0231,-23.22,86,1,1.25,RU,2021-02-11 23:01:51,clear sky
229,Victoria,22.2855,114.1577,61.0,75,0,8.61,HK,2021-02-11 23:00:09,clear sky
230,Yar-Sale,66.8333,70.8333,-18.94,87,90,8.39,RU,2021-02-11 22:59:50,overcast clouds
231,Goure,13.9835,10.2704,75.0,12,0,1.99,NE,2021-02-11 23:01:51,clear sky
232,Doha,25.2867,51.5333,64.4,94,0,9.22,QA,2021-02-11 23:00:14,clear sky
233,Provideniya,64.3833,-173.3,-5.8,59,20,29.08,RU,2021-02-11 23:01:52,snow
234,Rocha,-34.4833,-54.3333,68.56,91,100,10.51,UY,2021-02-11 23:01:23,moderate rain
235,Matara,5.9485,80.5353,71.96,89,98,2.37,LK,2021-02-11 23:01:53,overcast clouds
236,Sept-Iles,50.2001,-66.3821,17.01,92,90,2.3,CA,2021-02-11 23:00:18,light snow
237,Carnduff,49.1667,-101.8009,-18.99,69,77,5.99,CA,2021-02-11 23:01:53,broken clouds
238,Russell,32.3502,-85.1999,66.2,94,90,1.54,US,2021-02-11 23:01:53,overcast clouds
239,Namatanai,-3.6667,152.4333,81.61,79,90,5.03,PG,2021-02-11 23:01:53,moderate rain
240,Puerto Maldonado,-12.6,-69.1833,82.4,78,20,3.44,PE,2021-02-11 23:01:54,few clouds
241,Koregaon,18.65,74.0833,66.06,27,90,3.65,IN,2021-02-11 23:01:54,overcast clouds
242,Korla,41.7597,86.1469,31.17,85,95,2.73,CN,2021-02-11 23:01:54,overcast clouds
243,Sitka,57.0531,-135.33,30.2,34,1,8.05,US,2021-02-11 23:01:54,clear sky
244,Kansanshi,-12.0951,26.4273,63.5,97,97,5.57,ZM,2021-02-11 23:01:54,overcast clouds
245,Mao,39.8885,4.2658,50.0,93,0,3.44,ES,2021-02-11 23:01:54,clear sky
246,Geraldton,-28.7667,114.6,57.2,88,0,8.05,AU,2021-02-11 23:01:54,clear sky
247,Tutoia,-2.7619,-42.2744,80.94,82,100,12.53,BR,2021-02-11 23:01:55,moderate rain
248,Gwadar,25.1216,62.3254,68.59,56,0,2.53,PK,2021-02-11 22:58:01,clear sky
249,Welkom,-27.9864,26.7066,64.0,85,25,9.46,ZA,2021-02-11 23:01:55,scattered clouds
250,Naushki,50.3828,106.1056,3.07,92,100,2.39,RU,2021-02-11 23:01:55,overcast clouds
251,Cervo,43.6702,-7.4101,54.0,91,100,8.43,ES,2021-02-11 23:01:55,moderate rain
252,Reyes,-14.3167,-67.3833,73.4,94,90,1.54,BO,2021-02-11 23:01:55,overcast clouds
253,Moron,-34.6534,-58.6198,73.4,78,75,11.5,AR,2021-02-11 23:01:56,moderate rain
254,Atbasar,51.8,68.3333,0.34,93,94,5.35,KZ,2021-02-11 23:01:56,overcast clouds
255,Fengrun,39.8333,118.1167,34.0,91,0,5.99,CN,2021-02-11 23:01:56,clear sky
256,Shizunai,42.3339,142.3669,26.56,90,0,10.98,JP,2021-02-11 23:01:56,clear sky
257,Eyl,7.9803,49.8164,71.2,76,52,11.32,SO,2021-02-11 23:01:39,broken clouds
258,Verkhnyaya Inta,65.9811,60.3094,-22.4,86,81,3.49,RU,2021-02-11 23:01:56,broken clouds
259,Yilan,24.757,121.753,66.0,99,100,1.01,TW,2021-02-11 23:01:57,overcast clouds
260,Santa Clara,22.4,-79.9667,82.4,65,40,17.27,CU,2021-02-11 23:01:57,light rain
261,Newton,42.337,-71.2092,28.4,42,1,8.05,US,2021-02-11 23:01:57,clear sky
262,Musoma,-1.5,33.8,69.39,76,90,3.31,TZ,2021-02-11 23:01:57,overcast clouds
263,Solnechnyy,50.7214,136.6319,6.3,91,49,0.92,RU,2021-02-11 23:01:57,scattered clouds
264,Abrau-Dyurso,44.69,37.59,51.8,71,100,11.18,RU,2021-02-11 23:01:58,overcast clouds
265,Noumea,-22.2763,166.4572,82.99,69,20,6.91,NC,2021-02-11 23:01:58,few clouds
266,Rajula,21.05,71.4333,68.59,34,46,8.28,IN,2021-02-11 23:01:58,scattered clouds
267,Omboue,-1.5746,9.2618,79.43,87,100,6.67,GA,2021-02-11 23:01:58,overcast clouds
268,Praia Da Vitoria,38.7333,-27.0667,62.6,88,40,33.15,PT,2021-02-11 23:01:59,scattered clouds
269,Rundu,-17.9333,19.7667,66.87,78,95,2.82,NA,2021-02-11 23:01:59,overcast clouds
270,Tessalit,20.1986,1.0114,70.5,17,0,9.26,ML,2021-02-11 23:01:27,clear sky
271,Qaqortoq,60.7167,-46.0333,37.4,28,75,37.98,GL,2021-02-11 23:01:59,broken clouds
272,Aklavik,68.2191,-135.0107,-16.6,69,20,11.5,CA,2021-02-11 23:01:59,snow
273,Georgetown,5.4112,100.3354,78.8,83,40,3.44,MY,2021-02-11 22:59:45,scattered clouds
274,Borgosesia,45.7145,8.2799,43.0,81,75,14.97,IT,2021-02-11 23:02:00,light rain
275,Ovre Ardal,61.3167,7.8,4.03,61,0,2.84,NO,2021-02-11 23:02:00,clear sky
276,Whitehorse,60.7161,-135.0538,-11.2,64,1,10.36,CA,2021-02-11 23:02:00,snow
277,Achit,56.7985,57.8994,-7.62,89,48,3.33,RU,2021-02-11 23:02:00,scattered clouds
278,Pevek,69.7008,170.3133,-22.54,86,38,1.12,RU,2021-02-11 23:01:42,scattered clouds
279,Ust-Nera,64.5667,143.2,3.42,82,100,0.65,RU,2021-02-11 23:02:01,overcast clouds
280,Teya,60.3778,92.6267,-14.71,84,100,7.76,RU,2021-02-11 23:02:01,overcast clouds
281,Cidreira,-30.1811,-50.2056,74.59,82,85,12.62,BR,2021-02-11 23:02:01,moderate rain
282,Pisco,-13.7,-76.2167,78.8,69,0,5.75,PE,2021-02-11 23:02:01,clear sky
283,Noyabrsk,63.1994,75.4507,-26.75,86,85,8.46,RU,2021-02-11 23:02:01,overcast clouds
284,Luderitz,-26.6481,15.1594,66.65,82,28,3.74,NA,2021-02-11 23:02:02,scattered clouds
285,Dzhebariki-Khaya,62.2167,135.8,3.31,85,4,2.35,RU,2021-02-11 23:02:02,clear sky
286,Asasa,7.1,39.2,55.47,68,22,0.25,ET,2021-02-11 23:02:02,few clouds
287,Lagos,6.5833,3.75,80.44,86,93,4.97,NG,2021-02-11 23:01:14,overcast clouds
288,Vila Franca Do Campo,37.7167,-25.4333,61.0,88,40,21.85,PT,2021-02-11 23:02:03,scattered clouds
289,Paamiut,61.994,-49.6678,26.46,85,68,9.08,GL,2021-02-11 23:02:03,broken clouds
290,Caravelas,-17.7125,-39.2481,76.3,80,86,5.37,BR,2021-02-11 23:01:38,overcast clouds
291,Pak Phanang,8.3511,100.202,77.59,82,57,2.17,TH,2021-02-11 23:02:03,broken clouds
292,Tucuman,-26.8241,-65.2226,82.4,51,40,5.75,AR,2021-02-11 23:02:00,scattered clouds
293,Seoul,37.5683,126.9778,30.2,93,75,3.44,KR,2021-02-11 22:58:31,fog
294,Ambon,-3.6954,128.1814,78.8,89,20,5.75,ID,2021-02-11 23:00:29,few clouds
295,Vetluga,57.8557,45.781,0.93,94,100,4.16,RU,2021-02-11 23:02:04,overcast clouds
296,General Roca,-39.0333,-67.5833,89.6,35,0,4.61,AR,2021-02-11 23:02:04,clear sky
297,Ambilobe,-13.2,49.05,73.54,94,98,1.34,MG,2021-02-11 23:02:04,light rain
298,Zhangjiakou,40.81,114.8794,29.01,75,0,3.83,CN,2021-02-11 23:02:04,clear sky
299,Hasaki,35.7333,140.8333,35.6,80,75,6.91,JP,2021-02-11 23:02:05,broken clouds
300,San Patricio,28.017,-97.5169,41.0,93,90,13.8,US,2021-02-11 23:02:05,mist
301,Nanakuli,21.3906,-158.1547,78.8,47,1,9.22,US,2021-02-11 23:02:05,clear sky
302,Borgo San Dalmazzo,44.333,7.4858,35.6,87,75,3.44,IT,2021-02-11 23:02:05,broken clouds
303,Puno,-15.8333,-70.0333,53.31,58,78,5.97,PE,2021-02-11 23:02:06,broken clouds
304,Otane,-39.8833,176.6333,74.3,30,2,6.29,NZ,2021-02-11 23:02:06,clear sky
305,San Cristobal,7.7669,-72.225,84.2,54,40,9.22,VE,2021-02-11 23:01:20,scattered clouds
306,Manggar,-2.8833,108.2667,78.22,87,100,9.48,ID,2021-02-11 23:02:06,overcast clouds
307,Gumdag,39.2061,54.5906,49.1,65,94,5.66,TM,2021-02-11 23:02:06,overcast clouds
308,Presidencia Roque Saenz Pena,-26.7852,-60.4388,81.0,54,75,1.01,AR,2021-02-11 23:02:07,broken clouds
309,Pangnirtung,66.1451,-65.7125,-5.8,84,75,12.66,CA,2021-02-11 23:01:10,light snow
310,Kharabali,47.4196,47.2568,41.83,94,96,5.28,RU,2021-02-11 23:02:07,overcast clouds
311,Mangrol,21.1167,70.1167,69.01,45,7,6.93,IN,2021-02-11 23:02:07,clear sky
312,Balkanabat,39.5108,54.3671,51.1,56,72,2.86,TM,2021-02-11 23:02:07,broken clouds
313,Strezhevoy,60.7333,77.5889,-16.6,76,0,6.71,RU,2021-02-11 23:02:07,clear sky
314,Kavieng,-2.5744,150.7967,83.05,75,78,9.4,PG,2021-02-11 23:02:07,light rain
315,Saint-Francois,46.4154,3.9054,28.4,80,90,9.22,FR,2021-02-11 23:02:08,overcast clouds
316,Dumas,35.8656,-101.9732,26.6,80,1,9.86,US,2021-02-11 23:02:08,clear sky
317,Tarsus,36.9188,34.8784,50.0,87,0,5.75,TR,2021-02-11 23:02:08,clear sky
318,Mehamn,71.0357,27.8492,24.06,93,84,12.35,NO,2021-02-11 23:02:08,broken clouds
319,Maiduguri,11.8464,13.1603,68.32,23,0,6.8,NG,2021-02-11 23:02:08,clear sky
320,Kumluca,36.3703,30.2869,55.0,70,25,2.06,TR,2021-02-11 23:02:09,scattered clouds
321,Hammerfest,70.6634,23.6821,24.8,80,40,10.36,NO,2021-02-11 23:01:39,light snow
322,Nome,64.5011,-165.4064,10.4,72,90,20.71,US,2021-02-11 23:02:09,light snow
323,Dingzhou,38.5131,114.9956,35.6,69,0,2.24,CN,2021-02-11 23:02:09,haze
324,Taber,49.8167,-112.1518,-13.0,58,100,12.66,CA,2021-02-11 23:02:09,overcast clouds
325,Nipawin,53.3668,-104.0009,-18.4,63,90,12.66,CA,2021-02-11 23:00:10,haze
326,Koumac,-20.5667,164.2833,81.14,64,1,6.98,NC,2021-02-11 23:02:10,clear sky
327,Conneaut,41.9476,-80.5542,21.2,63,1,4.61,US,2021-02-11 23:02:10,clear sky
328,Butterworth,5.3991,100.3638,78.8,83,40,3.44,MY,2021-02-11 23:02:11,scattered clouds
329,Kimry,56.8667,37.35,1.22,93,100,6.02,RU,2021-02-11 23:02:11,light snow
330,Porto Walter,-8.2686,-72.7439,75.34,96,99,4.29,BR,2021-02-11 23:02:11,moderate rain
331,Kolda,12.8833,-14.95,78.8,69,37,5.77,SN,2021-02-11 23:02:11,scattered clouds
332,Ushtobe,45.2514,77.9838,19.17,97,98,6.15,KZ,2021-02-11 23:02:11,overcast clouds
333,Makakilo City,21.3469,-158.0858,78.8,47,1,9.22,US,2021-02-11 23:02:12,clear sky
334,Saint George,37.1041,-113.5841,66.0,24,1,8.05,US,2021-02-11 22:58:51,clear sky
335,Orizona,-17.0314,-48.2958,70.48,88,99,3.49,BR,2021-02-11 23:02:12,overcast clouds
336,Teahupoo,-17.8333,-149.2667,86.0,54,75,4.61,PF,2021-02-11 23:02:12,broken clouds
337,Mandera,3.9366,41.867,76.24,63,39,17.69,KE,2021-02-11 23:02:12,scattered clouds
338,Serov,59.6033,60.5787,-16.42,88,84,1.3,RU,2021-02-11 23:02:13,broken clouds
339,Kuloy,61.0305,42.4925,-4.47,92,91,3.09,RU,2021-02-11 23:02:13,overcast clouds
340,Ustka,54.5805,16.8619,24.35,93,100,9.08,PL,2021-02-11 23:02:13,light snow
341,Dumfries,38.5676,-77.328,34.0,68,100,7.34,US,2021-02-11 23:01:51,snow
342,Kitama,-10.7167,39.7333,73.09,90,100,5.7,TZ,2021-02-11 23:02:14,overcast clouds
343,Wysokie Mazowieckie,52.9166,22.5171,7.0,80,100,11.74,PL,2021-02-11 23:02:14,overcast clouds
344,Rantepao,-2.9701,119.8978,68.58,83,95,2.19,ID,2021-02-11 23:02:14,overcast clouds
345,Mitsamiouli,-11.3847,43.2844,81.79,77,100,14.5,KM,2021-02-11 23:02:14,overcast clouds
346,Hamilton,39.1834,-84.5333,25.0,58,20,13.8,US,2021-02-11 23:02:14,few clouds
347,Montoro,38.0241,-4.3834,57.0,100,75,2.93,ES,2021-02-11 23:02:14,mist
348,Kangaatsiaq,68.3065,-53.4641,6.62,92,100,12.33,GL,2021-02-11 23:02:15,overcast clouds
349,Fortuna,40.5982,-124.1573,52.0,100,75,16.11,US,2021-02-11 23:02:15,light rain
350,Aasiaat,68.7098,-52.8699,0.25,93,91,14.92,GL,2021-02-11 23:02:15,overcast clouds
351,Chambersburg,39.9376,-77.6611,30.0,74,100,6.06,US,2021-02-11 23:02:15,overcast clouds
352,Avezzano,42.0402,13.4388,41.0,84,38,1.01,IT,2021-02-11 23:02:15,scattered clouds
353,Ullapool,57.8987,-5.1604,24.78,94,5,8.1,GB,2021-02-11 23:02:15,clear sky
354,Grindavik,63.8424,-22.4338,37.4,81,75,17.27,IS,2021-02-11 23:02:15,light rain
355,Puerto Rondon,6.2805,-71.1,84.54,45,5,5.79,CO,2021-02-11 23:02:16,clear sky
356,Halden,59.1226,11.3871,16.0,57,0,8.05,NO,2021-02-11 23:02:16,clear sky
357,Roebourne,-20.7833,117.1333,81.84,72,25,10.58,AU,2021-02-11 23:02:16,scattered clouds
358,Candido Mendes,-1.4467,-45.7167,77.95,86,100,4.38,BR,2021-02-11 23:02:16,overcast clouds
359,Margate,51.3813,1.3862,33.01,62,42,5.99,GB,2021-02-11 23:02:16,scattered clouds
360,Skjervoy,70.0311,20.9714,31.57,92,100,21.63,NO,2021-02-11 23:02:16,light snow
361,Dembi Dolo,8.5333,34.8,64.8,28,30,4.94,ET,2021-02-11 23:02:16,scattered clouds
362,Tilichiki,60.4667,166.1,-19.95,83,0,11.79,RU,2021-02-11 23:00:54,clear sky
363,Khandbari,27.3747,87.2039,53.82,58,25,2.44,NP,2021-02-11 23:02:17,scattered clouds
364,Prado,-17.3411,-39.2208,76.77,80,86,6.89,BR,2021-02-11 23:02:17,overcast clouds
365,Gamba,-2.65,10.0,79.12,86,100,5.77,GA,2021-02-11 23:02:17,overcast clouds
366,Havoysund,70.9963,24.6622,24.8,80,40,10.36,NO,2021-02-11 23:02:17,scattered clouds
367,La Seyne-Sur-Mer,43.0982,5.8847,52.0,45,71,5.01,FR,2021-02-11 23:02:18,broken clouds
368,Moerai,-22.4333,-151.3333,81.88,66,73,10.76,PF,2021-02-11 23:02:18,broken clouds
369,Narsaq,60.9167,-46.05,37.4,28,75,37.98,GL,2021-02-11 23:01:05,broken clouds
370,Karasjok,69.4719,25.5112,12.2,85,75,14.97,NO,2021-02-11 23:02:18,broken clouds
371,Aginskoye,51.1,114.53,2.71,88,49,16.35,RU,2021-02-11 23:02:18,scattered clouds
372,Dayong,25.0209,118.2898,60.8,77,75,4.47,CN,2021-02-11 23:02:18,broken clouds
373,Cayenne,4.9333,-52.3333,75.2,100,75,17.27,GF,2021-02-11 23:02:18,mist
374,La Reforma,25.0833,-108.05,75.99,56,0,5.01,MX,2021-02-11 23:02:19,clear sky
375,Nemuro,43.3236,145.575,25.16,91,12,19.04,JP,2021-02-11 23:00:14,few clouds
376,Baruun-Urt,46.6806,113.2792,1.56,86,3,8.34,MN,2021-02-11 23:01:09,clear sky
377,Ormara,25.2088,64.6357,71.33,51,0,6.08,PK,2021-02-11 23:02:19,clear sky
378,Hollola,61.05,25.4333,6.01,95,36,1.01,FI,2021-02-11 23:02:19,scattered clouds
379,Nanlong,31.3533,106.0631,52.32,72,76,2.08,CN,2021-02-11 23:02:19,broken clouds
380,Cabo San Lucas,22.8909,-109.9124,72.0,60,20,10.36,MX,2021-02-11 23:02:11,few clouds
381,Svetlogorsk,52.6333,29.7333,10.63,95,100,16.02,BY,2021-02-11 23:02:19,light snow
382,Penzance,50.1186,-5.5371,37.4,81,90,23.02,GB,2021-02-11 23:02:20,overcast clouds
383,Brae,60.3964,-1.353,34.16,90,100,25.39,GB,2021-02-11 23:02:20,light snow
384,Vinh,18.6667,105.6667,59.74,91,1,2.64,VN,2021-02-11 23:02:20,clear sky
385,Kidal,18.4411,1.4078,74.37,16,0,10.56,ML,2021-02-11 23:02:20,clear sky
386,Naryan-Mar,67.6713,53.087,-15.21,89,95,5.17,RU,2021-02-11 23:02:20,overcast clouds
387,Carutapera,-1.195,-46.02,79.43,83,100,7.29,BR,2021-02-11 23:01:53,overcast clouds
388,Byron Bay,-28.65,153.6167,75.2,60,54,4.61,AU,2021-02-11 23:01:25,broken clouds
389,Maragogi,-9.0122,-35.2225,78.78,79,5,9.6,BR,2021-02-11 23:01:30,clear sky
390,Riacho De Santana,-13.6092,-42.9389,74.43,73,42,8.39,BR,2021-02-11 23:02:21,scattered clouds
391,Talca,-35.4333,-71.6667,68.0,73,90,2.3,CL,2021-02-11 22:58:09,overcast clouds
392,Arlit,18.7369,7.3853,72.3,17,0,5.39,NE,2021-02-11 23:02:21,clear sky
393,La Rochelle,46.1667,-1.15,37.4,87,90,19.57,FR,2021-02-11 23:02:21,overcast clouds
394,Lappeenranta,61.0587,28.1887,6.01,83,41,6.58,FI,2021-02-11 23:00:59,scattered clouds
395,Razole,16.4833,81.8333,63.54,87,97,2.89,IN,2021-02-11 23:02:21,overcast clouds
396,Santa Isabel Do Rio Negro,-0.4139,-65.0192,80.74,71,99,1.86,BR,2021-02-11 23:02:22,overcast clouds
397,Akdagmadeni,39.6603,35.8836,36.59,75,72,5.26,TR,2021-02-11 23:02:22,broken clouds
398,Paracuru,-3.41,-39.0306,82.99,75,56,24.0,BR,2021-02-11 23:02:22,moderate rain
399,Anadyr,64.75,177.4833,-25.01,68,0,4.47,RU,2021-02-11 23:02:22,clear sky
400,Namwala,-15.7504,26.4384,66.97,97,100,2.44,ZM,2021-02-11 23:02:22,moderate rain
401,Broken Hill,-31.95,141.4333,77.0,44,90,13.8,AU,2021-02-11 23:02:22,overcast clouds
402,Buenos Aires,-34.6132,-58.3772,72.0,88,75,14.97,AR,2021-02-11 22:59:27,broken clouds
403,Sabang,5.8933,95.3214,81.59,72,1,2.46,ID,2021-02-11 23:02:22,clear sky
404,Ust-Ilimsk,58.0006,102.6619,-17.43,87,88,4.38,RU,2021-02-11 23:02:23,overcast clouds
405,Bodden Town,19.2833,-81.25,82.4,69,20,9.22,KY,2021-02-11 23:02:23,few clouds
406,Guhagar,17.4842,73.1929,69.58,40,60,3.56,IN,2021-02-11 23:02:23,broken clouds
407,Itarema,-2.9248,-39.9167,80.35,82,100,12.39,BR,2021-02-11 23:01:43,light rain
408,Tamboril,19.4854,-70.611,78.8,88,40,10.36,DO,2021-02-11 23:02:23,scattered clouds
409,Sheregesh,52.9209,87.9869,-19.21,87,14,1.99,RU,2021-02-11 23:02:23,few clouds
410,Masaka,-0.3338,31.7341,66.99,82,94,4.5,UG,2021-02-11 23:02:24,overcast clouds
411,La Ronge,55.1001,-105.2842,-18.4,57,100,9.22,CA,2021-02-11 23:02:24,overcast clouds
412,Lensk,60.7253,114.9278,-17.41,84,85,2.75,RU,2021-02-11 23:02:24,overcast clouds
413,Atar,20.5169,-13.0499,67.44,20,0,8.46,MR,2021-02-11 23:02:11,clear sky
414,Ambanja,-13.6833,48.45,74.59,89,99,3.13,MG,2021-02-11 23:02:24,light rain
415,Krasnoselkup,65.7,82.4667,-32.62,83,10,6.24,RU,2021-02-11 23:02:24,clear sky
416,Basco,20.4487,121.9702,73.6,80,43,15.21,PH,2021-02-11 23:02:24,scattered clouds
