City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
240,Destin,US,2021-02-17 05:19:21,30.3935,-86.4958,37.0,64,1,8.05,clear sky,0,0
241,San Patricio,US,2021-02-17 05:19:22,28.017,-97.5169,37.4,93,90,16.11,light rain,0,0
242,Tura,IN,2021-02-17 05:19:22,25.5198,90.2201,80.65,24,14,4.0,few clouds,0,0
243,Aykhal,RU,2021-02-17 05:19:22,66.0,111.5,-19.28,82,98,8.77,overcast clouds,0,0
244,Sioux Lookout,CA,2021-02-17 05:19:22,50.1001,-91.917,-9.4,77,1,2.3,clear sky,0,0
245,Sunland Park,US,2021-02-17 05:19:22,31.7965,-106.58,43.3,62,11,8.03,few clouds,0,0
246,Xining,CN,2021-02-17 05:19:22,36.6167,101.7667,33.35,71,100,2.55,overcast clouds,0,0
247,Kampong Chhnang,KH,2021-02-17 05:19:23,12.1667,104.55,85.84,49,34,8.41,scattered clouds,0,0
248,Bismarck,US,2021-02-17 05:18:01,46.8083,-100.7837,3.2,78,90,8.05,light snow,0,0
249,Oktyabrskiy,RU,2021-02-17 05:19:23,54.4815,53.471,-13.02,87,71,1.68,broken clouds,0,0
250,Cockburn Town,TC,2021-02-17 05:19:23,21.4612,-71.1419,77.76,79,0,19.37,clear sky,0,0
251,Namatanai,PG,2021-02-17 05:19:23,-3.6667,152.4333,82.44,78,36,9.28,moderate rain,0,0
252,Montlucon,FR,2021-02-17 05:19:23,46.3333,2.6,45.0,82,84,7.29,broken clouds,0,0
253,Iqaluit,CA,2021-02-17 05:19:24,63.7506,-68.5145,-16.01,69,1,2.3,clear sky,0,0
254,Nanortalik,GL,2021-02-17 05:19:24,60.1432,-45.2371,14.5,86,26,14.97,scattered clouds,0,0
255,Carman,CA,2021-02-17 05:19:24,49.4992,-98.0016,-7.6,77,0,3.44,clear sky,0,0
256,Tripoli,LY,2021-02-17 05:15:40,32.8752,13.1875,50.27,62,0,9.55,clear sky,0,0
257,Ulmi,RO,2021-02-17 05:19:25,44.4867,25.7803,21.99,73,0,2.3,clear sky,0,0
258,Rawson,AR,2021-02-17 05:19:25,-43.3002,-65.1023,62.83,70,0,10.83,clear sky,0,0
259,Rafsanjan,IR,2021-02-17 05:15:13,30.4067,55.9939,60.28,26,0,9.44,clear sky,0,0
260,Sitka,US,2021-02-17 05:19:25,57.0531,-135.33,35.6,93,90,4.61,light rain,0,0
261,Talaya,RU,2021-02-17 05:19:26,61.3833,152.75,-18.15,84,100,3.33,overcast clouds,0,0
262,Bereda,ES,2021-02-17 05:19:26,43.2686,-7.5406,38.77,92,85,4.03,overcast clouds,0,0
263,Manjakandriana,MG,2021-02-17 05:19:26,-18.9167,47.8,69.8,83,75,5.75,broken clouds,0,0
264,Tessalit,ML,2021-02-17 05:19:26,20.1986,1.0114,63.25,30,55,30.47,broken clouds,0,0
265,Bandar-E Anzali,IR,2021-02-17 05:19:26,37.4727,49.4622,50.54,87,100,7.92,overcast clouds,0,0
266,Sao Joao Da Barra,BR,2021-02-17 05:19:26,-21.6403,-41.0511,75.31,91,0,2.17,clear sky,0,0
267,Maltahohe,NA,2021-02-17 05:19:27,-24.8333,16.9833,63.86,35,0,1.79,clear sky,0,0
268,Sorong,ID,2021-02-17 05:17:22,-0.8833,131.25,86.34,66,21,12.08,light rain,0,0
269,Rosarito,MX,2021-02-17 05:19:27,32.3333,-117.0333,54.39,79,33,1.05,scattered clouds,0,0
270,Tsaratanana,MG,2021-02-17 05:19:27,-16.7833,47.65,78.69,76,96,1.72,overcast clouds,0,0
271,Tabou,CI,2021-02-17 05:19:27,4.423,-7.3528,77.61,87,100,3.96,light rain,0,0
272,Kalakamati,BW,2021-02-17 05:19:27,-20.5929,27.3121,62.6,100,90,8.05,overcast clouds,0,0
273,Marawi,PH,2021-02-17 05:19:28,7.9986,124.2928,82.0,82,100,4.0,overcast clouds,0,0
274,Manuk Mangkaw,PH,2021-02-17 05:19:28,4.8,119.85,82.13,81,70,20.04,broken clouds,0,0
275,Hasaki,JP,2021-02-17 05:19:28,35.7333,140.8333,51.01,37,75,13.8,broken clouds,0,0
276,Teya,RU,2021-02-17 05:19:28,60.3778,92.6267,2.39,88,67,2.28,broken clouds,0,0
277,Tuchkovo,RU,2021-02-17 05:19:28,55.6011,36.4681,6.12,96,99,4.81,light snow,0,0
278,Lhokseumawe,ID,2021-02-17 05:14:58,5.1801,97.1507,85.41,60,1,8.66,clear sky,0,0
279,Qaqortoq,GL,2021-02-17 05:19:29,60.7167,-46.0333,14.0,52,75,5.75,broken clouds,0,0
280,Asosa,ET,2021-02-17 05:19:29,10.0667,34.5333,72.99,22,72,8.16,broken clouds,0,0
281,Mezen,RU,2021-02-17 05:19:29,65.8522,44.24,-19.17,88,91,4.12,overcast clouds,0,0
282,Faanui,PF,2021-02-17 05:19:30,-16.4833,-151.75,82.53,65,0,6.71,clear sky,0,0
283,Sumoto,JP,2021-02-17 05:19:30,34.35,134.9,39.2,80,75,14.97,broken clouds,0,0
284,Diamantino,BR,2021-02-17 05:19:30,-14.4086,-56.4461,71.1,93,97,3.24,overcast clouds,0,0
285,Azuaga,ES,2021-02-17 05:19:30,38.2667,-5.6833,46.0,89,100,1.99,overcast clouds,0,0
286,Samarai,PG,2021-02-17 05:19:30,-10.6167,150.6667,81.73,79,100,9.33,overcast clouds,0,0
287,Kansanshi,ZM,2021-02-17 05:19:30,-12.0951,26.4273,61.36,98,100,4.97,overcast clouds,0,0
288,Turan,VN,2021-02-17 05:19:31,16.0678,108.2208,78.8,57,20,5.75,few clouds,0,0
289,Komsomolskiy,UZ,2021-02-17 05:19:31,40.4272,71.7189,51.84,40,0,1.16,clear sky,0,0
290,Torbay,CA,2021-02-17 05:19:31,47.6666,-52.7314,28.99,100,90,20.71,snow,0,0
291,Shimoda,JP,2021-02-17 05:19:31,34.6667,138.95,50.0,46,20,20.71,few clouds,0,0
292,Ribeira Grande,PT,2021-02-17 05:19:32,38.5167,-28.7,59.25,73,82,22.86,broken clouds,0,0
293,Coahuayana,MX,2021-02-17 05:19:32,18.7333,-103.6833,61.72,86,2,3.6,clear sky,0,0
294,Dwarka,IN,2021-02-17 05:19:32,22.2394,68.9678,76.57,54,0,8.68,clear sky,0,0
295,Ilulissat,GL,2021-02-17 05:19:32,69.2167,-51.1,5.0,61,90,5.75,overcast clouds,0,0
296,Grand Gaube,MU,2021-02-17 05:19:32,-20.0064,57.6608,87.01,73,100,4.0,overcast clouds,0,0
297,Palu,ID,2021-02-17 05:19:32,-0.8917,119.8707,87.12,62,94,5.19,overcast clouds,0,0
298,Aasiaat,GL,2021-02-17 05:19:33,68.7098,-52.8699,-7.08,87,36,5.23,scattered clouds,0,0
299,Bloomfield,US,2021-02-17 05:15:54,40.8068,-74.1854,35.6,51,75,8.05,broken clouds,0,0
300,High River,CA,2021-02-17 05:18:37,50.5834,-113.8687,13.33,96,100,3.98,light snow,0,0
301,Atencingo,MX,2021-02-17 05:19:33,18.5167,-98.6,62.2,31,1,1.3,clear sky,0,0
302,Danilov,RU,2021-02-17 05:19:33,58.1908,40.1717,-0.58,94,92,4.0,overcast clouds,0,0
303,Igurusi,TZ,2021-02-17 05:19:34,-8.85,33.85,67.89,82,100,0.6,overcast clouds,0,0
304,College,US,2021-02-17 05:19:34,64.8569,-147.8028,10.99,78,90,2.57,mist,0,0
305,Luis Correia,BR,2021-02-17 05:19:34,-2.8792,-41.6669,74.07,93,100,6.98,overcast clouds,0,0
306,Takoradi,GH,2021-02-17 05:15:03,4.8845,-1.7554,79.25,86,93,7.54,overcast clouds,0,0
307,Avera,US,2021-02-17 05:19:34,33.194,-82.5271,30.2,80,1,6.91,clear sky,0,0
308,Saint-Francois,FR,2021-02-17 05:19:34,46.4154,3.9054,39.2,93,90,4.61,overcast clouds,0,0
309,Sungaipenuh,ID,2021-02-17 05:19:35,-2.0833,101.3833,77.92,74,50,1.3,scattered clouds,0,0
310,Birin,NP,2021-02-17 05:19:35,26.8865,88.0718,63.41,40,0,5.5,clear sky,0,0
311,Los Llanos De Aridane,ES,2021-02-17 05:19:35,28.6585,-17.9182,62.6,45,75,5.75,broken clouds,0,0
312,Paamiut,GL,2021-02-17 05:19:35,61.994,-49.6678,8.92,83,6,15.35,clear sky,0,0
313,Mayumba,GA,2021-02-17 05:17:13,-3.432,10.6554,79.52,84,97,6.22,overcast clouds,0,0
314,Buraydah,SA,2021-02-17 05:19:35,26.326,43.975,69.78,38,56,11.25,broken clouds,0,0
315,Iskilip,TR,2021-02-17 05:19:36,40.7353,34.4739,15.17,92,100,5.55,overcast clouds,0,0
316,Cidreira,BR,2021-02-17 05:19:36,-30.1811,-50.2056,69.19,85,0,9.28,clear sky,0,0
317,Ambilobe,MG,2021-02-17 05:19:36,-13.2,49.05,81.9,83,17,1.57,few clouds,0,0
318,Jutai,BR,2021-02-17 05:19:36,-5.1833,-68.9,73.92,95,100,0.09,light rain,0,0
319,Zholymbet,KZ,2021-02-17 05:19:37,51.7433,71.7122,2.46,89,100,2.95,overcast clouds,0,0
320,Tirau,NZ,2021-02-17 05:19:37,-37.9833,175.75,71.01,58,4,7.0,clear sky,0,0
321,Victoria,HK,2021-02-17 05:16:19,22.2855,114.1577,73.0,60,0,1.01,clear sky,0,0
322,Sao Filipe,CV,2021-02-17 05:19:37,14.8961,-24.4956,71.31,72,78,6.33,broken clouds,0,0
323,Stuttgart,DE,2021-02-17 05:15:59,48.7823,9.177,45.0,76,40,5.75,scattered clouds,0,0
324,Kununurra,AU,2021-02-17 05:19:38,-15.7667,128.7333,96.8,26,92,5.75,overcast clouds,0,0
325,Asfi,MA,2021-02-17 05:19:38,32.2994,-9.2372,56.32,84,83,9.06,broken clouds,0,0
326,Narsaq,GL,2021-02-17 05:19:38,60.9167,-46.05,5.95,83,26,4.76,scattered clouds,0,0
327,Verkhnetulomskiy,RU,2021-02-17 05:19:38,68.6073,31.7962,-16.6,76,0,4.27,clear sky,0,0
328,Tuatapere,NZ,2021-02-17 05:19:38,-46.1333,167.6833,62.01,61,0,8.99,clear sky,0,0
329,Cacak,RS,2021-02-17 05:19:38,43.8914,20.3497,26.6,80,40,1.14,scattered clouds,0,0
330,Beringovskiy,RU,2021-02-17 05:19:39,63.05,179.3167,-14.35,86,43,13.35,scattered clouds,0,0
331,Antalya,TR,2021-02-17 05:19:39,36.7741,30.7178,39.2,33,40,17.27,scattered clouds,0,0
332,Tshikapa,CD,2021-02-17 05:19:39,-6.4167,20.8,72.64,88,100,2.28,overcast clouds,0,0
333,Mangan,IN,2021-02-17 05:19:39,27.5167,88.5333,68.11,26,0,4.29,clear sky,0,0
334,Beyneu,KZ,2021-02-17 05:19:40,45.3167,55.2,41.09,84,61,15.26,broken clouds,0,0
335,Pitea,SE,2021-02-17 05:19:40,65.3172,21.4794,-9.4,77,0,2.3,clear sky,0,0
336,Poum,NC,2021-02-17 05:19:40,-20.2333,164.0167,82.36,79,56,9.42,broken clouds,0,0
337,Souillac,MU,2021-02-17 05:19:40,-20.5167,57.5167,82.4,83,40,6.91,scattered clouds,0,0
338,Bathsheba,BB,2021-02-17 05:19:41,13.2167,-59.5167,78.8,65,40,17.27,scattered clouds,0,0
339,Ostrovnoy,RU,2021-02-17 05:19:41,68.0531,39.5131,0.5,89,18,14.83,few clouds,0,0
340,Marzuq,YE,2021-02-17 05:19:41,14.4,46.4667,72.39,23,94,2.55,overcast clouds,0,0
341,Araouane,ML,2021-02-17 05:19:41,18.9048,-3.5265,73.85,18,96,9.73,overcast clouds,0,0
342,Babu,CN,2021-02-17 05:19:41,24.4167,111.5167,68.97,49,3,5.66,clear sky,0,0
343,Khowst,AF,2021-02-17 05:19:42,33.3833,69.8833,60.12,27,0,0.27,clear sky,0,0
344,Arlit,NE,2021-02-17 05:19:42,18.7369,7.3853,55.09,38,0,9.37,clear sky,0,0
345,Kichera,RU,2021-02-17 05:19:42,55.9375,110.0997,4.98,88,100,3.47,light snow,0,0
346,Colares,PT,2021-02-17 05:19:43,38.7992,-9.4469,57.09,94,100,7.7,overcast clouds,0,0
347,Afua,BR,2021-02-17 05:19:43,-0.1567,-50.3867,74.64,89,66,6.51,broken clouds,0,0
348,Ico,BR,2021-02-17 05:19:43,-6.4011,-38.8622,72.21,93,100,1.81,overcast clouds,0,0
349,Darhan,MN,2021-02-17 05:19:43,49.4867,105.9228,16.36,91,0,9.26,clear sky,0,0
350,Saint-Raphael,HT,2021-02-17 05:19:43,19.4333,-72.2,68.2,84,6,1.23,clear sky,0,0
351,Latung,PH,2021-02-17 05:19:43,5.5,120.8833,82.51,81,43,18.28,scattered clouds,0,0
352,Nizhniy Kuranakh,RU,2021-02-17 05:19:44,58.8353,125.4869,-7.38,86,11,2.57,few clouds,0,0
353,Bridlington,GB,2021-02-17 05:19:44,54.0831,-0.1919,41.0,86,51,11.99,broken clouds,0,0
354,Una,IN,2021-02-17 05:19:44,20.8167,71.0333,82.81,24,0,10.78,clear sky,0,0
355,Klyuchi,RU,2021-02-17 05:19:44,52.2667,79.1667,14.52,93,100,9.13,overcast clouds,0,0
356,Anori,BR,2021-02-17 05:19:44,-3.7728,-61.6442,74.95,90,91,1.95,overcast clouds,0,0
357,Geraldton,AU,2021-02-17 05:19:44,-28.7667,114.6,77.0,69,75,16.11,broken clouds,0,0
358,Khandyga,RU,2021-02-17 05:19:45,62.6667,135.6,-20.16,85,100,1.16,overcast clouds,0,0
359,Adrar,MR,2021-02-17 05:19:45,20.5022,-10.0711,65.03,26,100,12.53,overcast clouds,0,0
360,Te Anau,NZ,2021-02-17 05:19:45,-45.4167,167.7167,68.14,35,0,2.28,clear sky,0,0
361,Maunabo,PR,2021-02-17 05:19:45,18.0072,-65.8993,75.2,80,11,12.97,few clouds,0,0
362,Svobodnyy,RU,2021-02-17 05:19:46,51.4,128.1333,7.86,89,98,17.92,overcast clouds,0,0
363,Oistins,BB,2021-02-17 05:19:46,13.0667,-59.5333,78.8,65,40,17.27,scattered clouds,0,0
364,Bengkulu,ID,2021-02-17 05:19:46,-3.8004,102.2655,85.84,61,97,5.12,overcast clouds,0,0
365,Vila Velha,BR,2021-02-17 05:19:46,-20.3297,-40.2925,75.2,94,75,1.14,broken clouds,0,0
366,Sinnamary,GF,2021-02-17 05:19:46,5.3833,-52.95,75.02,82,6,12.55,clear sky,0,0
367,Chaoyang,CN,2021-02-17 05:19:47,41.5703,120.4586,17.92,59,6,20.98,clear sky,0,0
368,Pringsewu,ID,2021-02-17 05:19:47,-5.3582,104.9744,77.88,87,100,1.97,overcast clouds,0,0
369,La Rioja,ES,2021-02-17 05:19:47,42.25,-2.5,41.0,93,75,5.37,mist,0,0
370,Bac Lieu,VN,2021-02-17 05:19:47,9.285,105.7244,82.18,57,51,20.15,broken clouds,0,0
371,Fecamp,FR,2021-02-17 05:19:48,49.7579,0.3746,48.2,81,0,12.66,clear sky,0,0
372,Kashan,IR,2021-02-17 05:19:48,33.9831,51.4364,61.12,31,100,1.79,overcast clouds,0,0
373,Vestmannaeyjar,IS,2021-02-17 05:19:48,63.4427,-20.2734,40.53,75,100,21.5,overcast clouds,0,0
374,Meulaboh,ID,2021-02-17 05:19:48,4.1363,96.1285,87.51,61,0,5.77,clear sky,0,0
375,Ahipara,NZ,2021-02-17 05:19:48,-35.1667,173.1667,71.24,67,40,6.2,scattered clouds,0,0
376,Damietta,EG,2021-02-17 05:19:48,31.4165,31.8133,47.68,70,78,28.68,broken clouds,0,0
377,Fomboni,KM,2021-02-17 05:19:49,-12.28,43.7425,82.56,79,94,16.15,overcast clouds,0,0
378,Lerwick,GB,2021-02-17 05:19:49,60.1545,-1.1494,44.6,81,4,14.97,clear sky,0,0
379,Suhbaatar,MN,2021-02-17 05:19:49,50.2314,106.2078,12.43,91,45,7.09,scattered clouds,0,0
380,Usogorsk,RU,2021-02-17 05:19:49,63.4106,48.6872,-22.68,85,98,2.68,overcast clouds,0,0
381,Simpang,ID,2021-02-17 05:19:49,-1.2667,104.0833,87.42,53,58,7.63,broken clouds,0,0
382,Vostok,RU,2021-02-17 05:19:50,46.4856,135.8833,10.18,96,100,9.24,snow,0,0
383,Isetskoye,RU,2021-02-17 05:19:50,56.4858,65.3226,-12.5,86,10,11.21,clear sky,0,0
384,Mookane,BW,2021-02-17 05:19:50,-23.688,26.6595,66.04,82,22,3.87,few clouds,0,0
385,Severnoye,RU,2021-02-17 05:19:50,56.3491,78.3619,-4.05,91,14,9.6,few clouds,0,0
386,Tulum,MX,2021-02-17 05:19:50,20.2167,-87.4667,70.29,95,28,5.5,scattered clouds,0,0
387,San Carlos De Bariloche,AR,2021-02-17 05:19:50,-41.1456,-71.3082,47.07,59,0,6.42,clear sky,0,0
388,Puerto Baquerizo Moreno,EC,2021-02-17 05:19:51,-0.9,-89.6,77.47,85,55,2.86,light rain,0,0
389,Potsdam,DE,2021-02-17 05:19:51,52.3989,13.0657,38.57,97,100,10.76,moderate rain,0,0
390,Batagay,RU,2021-02-17 05:19:51,67.6333,134.6333,-21.06,84,53,1.9,broken clouds,0,0
391,Tres Passos,BR,2021-02-17 05:19:51,-27.4556,-53.9319,62.01,94,0,1.16,clear sky,0,0
392,Zlobin,HR,2021-02-17 05:19:51,45.2924,14.6541,42.8,65,40,1.66,scattered clouds,0,0
393,Tanete,ID,2021-02-17 05:19:52,-3.9443,119.7848,92.35,46,35,11.81,scattered clouds,0,0
394,Macklin,CA,2021-02-17 05:19:52,52.3334,-109.9348,-4.7,92,75,4.85,broken clouds,0,0
395,Paoua,CF,2021-02-17 05:19:52,7.2427,16.4406,62.4,26,69,5.88,broken clouds,0,0
396,Mehamn,NO,2021-02-17 05:19:52,71.0357,27.8492,19.4,79,0,20.71,clear sky,0,0
397,Marondera,ZW,2021-02-17 05:19:52,-18.1853,31.5519,56.55,99,100,12.35,light rain,0,0
398,Kholodnyy,RU,2021-02-17 05:19:52,62.7167,147.95,-4.5,86,100,3.33,overcast clouds,0,0
399,Shache,CN,2021-02-17 05:19:53,38.4167,77.2406,47.14,45,15,2.51,few clouds,0,0
400,Guarizama,HN,2021-02-17 05:19:53,14.9167,-86.3333,77.0,78,40,2.17,scattered clouds,0,0
401,Tuy Hoa,VN,2021-02-17 05:19:53,13.0833,109.3,75.72,71,48,15.3,scattered clouds,0,0
402,Tobol,KZ,2021-02-17 05:19:53,52.6844,62.5794,-6.99,86,80,4.29,broken clouds,0,0
403,Ghanzi,BW,2021-02-17 05:19:53,-21.5667,21.7833,66.67,92,75,5.55,broken clouds,0,0
404,Buala,SB,2021-02-17 05:19:54,-8.145,159.5921,84.6,73,99,2.39,moderate rain,0,0
405,Honningsvag,NO,2021-02-17 05:19:54,70.9821,25.9704,21.2,79,75,19.57,broken clouds,0,0
406,Mikhaylovsk,RU,2021-02-17 05:19:54,45.1283,42.0256,8.6,92,90,13.42,snow,0,0
407,Kendari,ID,2021-02-17 05:19:54,-3.945,122.4989,91.02,54,91,2.86,overcast clouds,0,0
408,Jinchang,CN,2021-02-17 05:19:54,38.4953,102.1739,42.94,47,92,4.25,overcast clouds,0,0
409,Riyadh,SA,2021-02-17 05:16:08,24.6877,46.7219,68.0,19,0,13.8,clear sky,0,0
410,Kupang,ID,2021-02-17 05:19:55,-10.1667,123.5833,80.6,94,75,12.66,broken clouds,0,0
411,Puerto Penasco,MX,2021-02-17 05:19:55,31.3167,-113.5333,62.44,67,47,11.5,scattered clouds,0,0
412,Tumpat,MY,2021-02-17 05:19:55,6.1978,102.171,84.2,58,20,10.36,few clouds,0,0
413,Cayenne,GF,2021-02-17 05:19:55,4.9333,-52.3333,75.18,79,19,10.94,few clouds,0,0
414,Naze,JP,2021-02-17 05:19:55,28.3667,129.4833,55.4,54,75,21.85,broken clouds,0,0
415,Mattru,SL,2021-02-17 05:19:56,7.6244,-11.8332,75.42,93,55,2.17,broken clouds,0,0
416,Deputatskiy,RU,2021-02-17 05:19:56,69.3,139.9,-17.57,88,95,1.05,overcast clouds,0,0
417,Vilhena,BR,2021-02-17 05:19:56,-12.7406,-60.1458,69.49,99,100,1.41,overcast clouds,0,0
418,Kulhudhuffushi,MV,2021-02-17 05:19:56,6.6221,73.07,81.12,68,76,7.85,broken clouds,0,0
419,Smithers,CA,2021-02-17 05:19:56,54.7804,-127.1743,19.4,86,90,3.67,overcast clouds,0,0
420,Rumia,PL,2021-02-17 05:19:56,54.5709,18.388,25.0,93,90,11.5,snow,0,0
421,Santa Rosa,PH,2021-02-17 05:15:04,14.3122,121.1114,85.23,56,10,8.08,clear sky,0,0
422,Yining,CN,2021-02-17 05:19:57,29.0361,114.5636,64.33,32,0,3.96,clear sky,0,0
423,Richards Bay,ZA,2021-02-17 05:19:57,-28.783,32.0377,66.58,79,30,10.4,scattered clouds,0,0
424,Port-Gentil,GA,2021-02-17 05:19:57,-0.7193,8.7815,81.5,82,94,13.67,overcast clouds,0,0
425,High Prairie,CA,2021-02-17 05:19:58,55.4334,-116.4858,-4.0,84,30,5.75,scattered clouds,0,0
426,Payson,US,2021-02-17 05:19:58,40.0444,-111.7321,30.99,86,40,6.91,light snow,0,0
427,Ngemplak,ID,2021-02-17 05:19:58,-7.5497,110.7164,84.0,73,98,2.44,light rain,0,0
428,Roald,NO,2021-02-17 05:19:58,62.5833,6.1333,41.0,56,90,13.8,overcast clouds,0,0
429,Erenhot,CN,2021-02-17 05:19:58,43.6475,111.9767,7.18,80,0,4.29,clear sky,0,0
430,Luchegorsk,RU,2021-02-17 05:19:58,46.4764,134.2569,15.94,94,100,16.46,light snow,0,0
431,Tiznit,MA,2021-02-17 05:19:59,29.5833,-9.5,51.94,42,0,6.13,clear sky,0,0
432,Lavrentiya,RU,2021-02-17 05:19:59,65.5833,-171.0,-19.03,83,0,9.08,clear sky,0,0
433,Rongcheng,CN,2021-02-17 05:19:59,30.634,117.8517,52.11,52,0,6.17,clear sky,0,0
434,Bambous Virieux,MU,2021-02-17 05:19:59,-20.3428,57.7575,87.01,83,40,6.91,scattered clouds,0,0
435,Nieves,PH,2021-02-17 05:19:59,15.3274,120.9485,86.34,54,14,6.31,few clouds,0,0
436,Busembatia,UG,2021-02-17 05:19:59,0.7697,33.6131,71.73,77,100,5.57,overcast clouds,0,0
437,Dondo,MZ,2021-02-17 05:20:00,-19.6094,34.7431,71.01,94,90,18.41,moderate rain,0,0
438,Slave Lake,CA,2021-02-17 05:20:00,55.2834,-114.769,-2.2,78,1,5.75,clear sky,0,0
439,Huambo,AO,2021-02-17 05:20:00,-12.7761,15.7392,58.24,76,84,3.06,broken clouds,0,0
440,Port Lincoln,AU,2021-02-17 05:20:00,-34.7333,135.8667,84.83,34,0,15.35,clear sky,0,0
441,Forquilhinha,BR,2021-02-17 05:20:01,-28.7475,-49.4722,63.95,91,0,2.93,clear sky,0,0
442,Nuuk,GL,2021-02-17 05:20:01,64.1835,-51.7216,10.4,67,20,12.66,few clouds,0,0
443,Ternate,ID,2021-02-17 05:20:01,0.8,127.4,83.66,75,54,11.81,broken clouds,0,0
444,Puerto Colombia,CO,2021-02-17 05:20:03,10.9878,-74.9547,80.6,78,20,8.05,few clouds,0,0
445,Tautira,PF,2021-02-17 05:20:03,-17.7333,-149.15,81.41,69,38,9.15,scattered clouds,0,0
446,Arman,RU,2021-02-17 05:20:03,59.7,150.1667,3.4,85,5,11.03,clear sky,0,0
447,Kuandian,CN,2021-02-17 05:20:03,40.7286,124.7847,9.19,78,95,12.46,overcast clouds,0,0
448,Anloga,GH,2021-02-17 05:20:04,5.7947,0.8973,82.47,81,97,12.62,overcast clouds,0,0
449,Lensk,RU,2021-02-17 05:20:04,60.7253,114.9278,-4.63,82,98,3.38,overcast clouds,0,0
450,Margate,GB,2021-02-17 05:15:18,51.3813,1.3862,48.0,82,94,5.01,overcast clouds,0,0
451,San Quintin,MX,2021-02-17 05:20:04,30.4833,-115.95,56.7,83,63,14.47,broken clouds,0,0
452,Monte Alegre De Sergipe,BR,2021-02-17 05:20:04,-10.0272,-37.5622,76.84,74,100,5.1,overcast clouds,0,0
453,Rancho Palos Verdes,US,2021-02-17 05:20:04,33.7445,-118.387,58.86,44,54,15.28,broken clouds,0,0
454,Camacha,PT,2021-02-17 05:20:05,33.0833,-16.3333,61.0,73,98,11.99,overcast clouds,0,0
455,Altay,CN,2021-02-17 05:20:05,47.8667,88.1167,28.22,83,6,1.19,clear sky,0,0
456,Moron,AR,2021-02-17 05:17:14,-34.6534,-58.6198,68.0,93,4,1.01,clear sky,0,0
457,Opunake,NZ,2021-02-17 05:20:05,-39.4556,173.8583,62.62,60,0,22.12,clear sky,0,0
458,Calbuco,CL,2021-02-17 05:20:05,-41.768,-73.1273,51.8,87,75,2.3,broken clouds,0,0
459,Mancio Lima,BR,2021-02-17 05:20:06,-7.6142,-72.8958,73.2,97,100,0.81,overcast clouds,0,0
460,Huai Yot,TH,2021-02-17 05:20:06,7.7893,99.6348,90.0,45,20,9.22,few clouds,0,0
461,Fergus Falls,US,2021-02-17 05:20:06,46.283,-96.0776,-13.5,88,58,7.09,broken clouds,0,0
462,Hlotse,LS,2021-02-17 05:20:06,-28.8718,28.045,55.67,78,0,2.62,clear sky,0,0
463,Lalibela,ET,2021-02-17 05:16:13,12.0333,39.0333,63.59,51,89,0.78,overcast clouds,0,0
464,Viedma,AR,2021-02-17 05:20:06,-40.8135,-62.9967,57.99,85,0,12.73,clear sky,0,0
465,Bubaque,GW,2021-02-17 05:20:07,11.2833,-15.8333,77.16,65,79,10.85,broken clouds,0,0
466,Urumqi,CN,2021-02-17 05:20:07,43.801,87.6005,34.92,79,2,4.0,clear sky,0,0
467,Misratah,LY,2021-02-17 05:20:07,32.3754,15.0925,50.59,63,18,12.77,few clouds,0,0
468,Puno,PE,2021-02-17 05:20:07,-15.8333,-70.0333,39.43,71,1,7.0,clear sky,0,0
469,Oga,IT,2021-02-17 05:20:07,46.4631,10.347,41.0,100,90,2.3,heavy snow,0,0
470,Digha,IN,2021-02-17 05:20:07,21.6833,87.55,82.92,39,0,2.73,clear sky,0,0
471,Gushikawa,JP,2021-02-17 05:20:08,26.3544,127.8686,59.0,62,90,16.11,overcast clouds,0,0
472,Cabo Rojo,PR,2021-02-17 05:20:08,18.0866,-67.1457,75.0,79,0,5.01,clear sky,0,0
473,Novyy Urengoy,RU,2021-02-17 05:20:08,66.0833,76.6333,-17.23,87,100,11.88,overcast clouds,0,0
474,Jega,NG,2021-02-17 05:20:08,12.2175,4.3792,72.03,21,17,19.91,few clouds,0,0
475,Mayo,US,2021-02-17 05:20:08,38.8876,-76.5119,30.99,55,1,14.97,clear sky,0,0
476,Agde,FR,2021-02-17 05:20:09,43.3108,3.4758,39.2,93,89,5.75,mist,0,0
477,Constitucion,CL,2021-02-17 05:15:56,-35.3333,-72.4167,53.82,85,60,6.87,broken clouds,0,0
478,Acarau,BR,2021-02-17 05:20:09,-2.8856,-40.12,73.06,93,100,5.01,overcast clouds,0,0
479,Quesnel,CA,2021-02-17 05:20:09,52.9999,-122.5029,19.4,93,75,2.3,broken clouds,0,0
480,Zhenlai,CN,2021-02-17 05:20:09,45.8495,123.2973,14.86,66,99,19.42,overcast clouds,0,0
481,Tombouctou,ML,2021-02-17 05:20:09,20.0,-3.0,74.77,17,100,13.91,overcast clouds,0,0
482,Tutoia,BR,2021-02-17 05:20:10,-2.7619,-42.2744,74.28,95,100,11.32,light rain,0,0
483,Alta Floresta,BR,2021-02-17 05:20:10,-9.8756,-56.0861,71.17,97,100,1.5,moderate rain,0,0
484,Marystown,CA,2021-02-17 05:17:09,47.1666,-55.1483,30.27,98,100,26.06,overcast clouds,0,0
